VDA_id,y,x,NSI_fd_id,NSI_occtype,NSI_bldgtype,NSI_bid,NSI_st_damcat,NSI_sqft,NSI_found_type,NSI_found_ht,NSI_val_struct,NSI_val_cont,NSI_firmzone,NSI_ground_elv_ft_NAVD88,LC_DS_PDA,LC_occupancy_type,LC_damage_details,LC_bldg_image,LC_student_notes,VDA_elevation_status,VDA_breakaway_walls,VDA_number_of_stories,VDA_DS_roof,VDA_DS_walls,VDA_DS_foundation,VDA_DS_attachments,VDA_DS_openings,VDA_DS_overall,VDA_DS_overall_num,VDA_DS_noroof,VDA_confidence_level,VDA_data_source,VDA_assessment_status,VDA_notes,TA_FolioID,TA_SiteAddress,TA_BldgUseTyp,TA_BasemapCla,TA_MaxStories,TA_ActYearBuilt,TA_EffYearBuilt,TA_EstimatedV,TA_ShapeSTArea_Sqft,FEC_Street_Address,FEC_Building_Use,FEC_Flood_Zones,FEC_BFE,FEC_Elevation_Datum,FEC_Building_Status,FEC_TBF,FEC_TNHF,FEC_LHS,FEC_Attached_Garage,FEC_Lowest_Elevation_of_Equipment,FEC_Lowest _Adjacent_Grade,FEC_Highest_Adjacent_Grade,FEC_Lowest_Adjacent_Grade_at_Lowest_Stairs,FEC_Building_Diagram_Number,FEC_FFE,FFE_grnd_elev_m_NAVD88,FFE_grnd_elev_ft_NAVD88,FFE_shoreline_dist_m,FFE_bldg_diagram,FFE_foundation,FFE_elev_status,FFE_elev_desc,FFE_ffe_ft,FFE_nhf_ft,FFE_lhsm_ft,FFE_measurement_type,FFE_confidence,FFE__notes,SurgeElev_Avg_NAVD88_m,SurgeElev_Low_NAVD88_m,SurgeElev_High_NAVD88_m,SurgeWave_Avg_NAVD88_m,SurgeWave_Low_NAVD88_m,SurgeWave_High_NAVD88_m
FMB3306,26.45064,-81.948842,,COM1,W,,COM,,S,0.5,,,,,destroyed,commercial,yes,yes,The pictures show the front of the house. Damage detail talks about it being a total loss. There are two LC data points for this one building but they both talk/ show the same thing however one is for the store underneath while the residential is for the home on top.,yes,yes,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+StEER,Full,The building experiences a significant amount of damage. All that is left is an empty lot.,10228169,1740 ESTERO BLVD,commercial,Commercial,2,1958,1993,111737,656.8129,,,,,,,,,,,,,,,,,1.49,5.61,147.113048,1A,Slab-on-Grade,not-elevated,Unlikely Elevated,0,8.57137574,,imagery,High,coffee shop with apparent first level use,4.182309562,3.842309562,4.522309562,4.883187927,3.983187927,5.783187927
FMB3307,26.450553,-81.948976,,RES1-2SNB,W,,RES,,S,0.5,,,,,destroyed,single family,yes,yes,The pictures show the front of the house. Damage detail talks about it being a total loss. There are two LC data points for this one building but they both talk/ show the same thing however one is for the store underneath while the residential is for the home on top.,yes,yes,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+StEER,Full,The building experiences a significant amount of damage. All that is left is an empty lot. The house is far away from the street and I cant get the FFE.,10228170,80 AVE E,single family residential,Residential,1,1958,1984,32251,766.001731,,,,,,,,,,,,,,,,,1.45,5.29,131.784438,,,,,,,,,High,no line of sight on structure,4.19457245,3.85457245,4.53457245,4.96226953,4.06226953,5.86226953
FMB3308,26.450414,-81.949046,,RES1-1SNB,W,,RES,,C,1.5,,,,,destroyed,single family,yes,yes,The pictures show the front of the house. Damage detail talks about it being a total loss. There are two LC data points for this one building but they both talk/ show the same thing however one is for the store underneath while the residential is for the home on top.,yes,,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+StEER,Full,The building experiences a significant amount of damage. All that is left is an empty lot. The house is far away from the street and I cant get the FFE.,10458314,54 AVENUE E,single family residential,Residential,1,1930,1981,19133,464.004441,,,,,,,,,,,,,,,,,1.63,5.72,114.901636,8,Crawlspace,elevated,Clearly Elevated,4.503536977,,2.730868167,imagery,High,,4.208078691,3.868078691,4.548078691,5.062591499,4.162591499,5.962591499
FMB3309,26.450408,-81.948874,,RES1-1SNB,W,,RES,,C,1.5,,,,,destroyed,single family,yes,yes,The pictures show the front of the house. Damage detail talks about it being a total loss. There are two LC data points for this one building but they both talk/ show the same thing however one is for the store underneath while the residential is for the home on top.,yes,,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+StEER,Full,The building experiences a significant amount of damage. All that is left is an empty lot. The house is far away from the street and I cant get the FFE.,10228172,60 AVENUE E,single family residential,Residential,1,1966,1984,21143,496.00034,,,,,,,,,,,,,,,,,1.71,5.89,122.914504,8,Crawlspace,elevated,Clearly Elevated,2.592941176,,,imagery,Medium,"poor line of sight, took  slightly questionable measurment",4.201668397,3.861668397,4.541668397,5.013008663,4.113008663,5.913008663
FMB3310,26.446781,-81.939953,,RES1-2SNB,W,,RES,,I,8,,,,,major,multi-family,yes,yes,The pictures show the different angles of the house. Damage detail talks about failure of structural wall elements. This is the same PDA info for fd_id 497745431.,yes,no,1,DS0,DS3,DS0,DS0,DS3,DS3,3,DS3,High,Aerial+Lee County,Full,The building is fine experince minor damage Walls; the elevated floors has the inulation being exposed. Openings; All of the windows in the front of the house are destroyed. Google Earth did not reach this place. ,10230037,49/51 POMPANO ST #51,single family residential,Residential,1,1998,2004,110223,966.000245,,,,,,,,,,,,,,,,,0.99,5.49,105.304289,,,,,,,,,High,no line of sight on structure,4.215756569,3.875756569,4.555756569,5.127473066,4.227473066,6.027473066
FMB3311,26.455115,-81.958847,,RES1-3SNB,W,,RES,,I,8,,,,,Major,Multi-Family,no,no,Details are not available. ,yes,yes,3,DS0,DS1,DS0,DS1,DS0,DS1,1,DS1,High,Aerial+StEER,Full,Google Earth pro is not reliable in this case. No obvious damage to the building. The fences are gone. ,10127350,768 ESTERO BLVD,single family residential,Residential,1,2022,2021,0,1843.516126,,,,,,,,,,,,,,,,,1.13,3.99,101.482487,6,Piles/Columns,elevated,Likely Elevated,16.47249357,26.90231362,10.76092545,imagery,High,Good views,4.21881401,3.87881401,4.55881401,5.155222469,4.255222469,6.055222469
FMB3312,26.454887,-81.958972,,RES1-3SNB,W,,RES,,I,8,,,,,Major,Single Family,yes,yes,"Partially missing shingles or siding, but roof structure is intact.",yes,yes,2,DS0,DS2,DS2,DS2,DS1,DS2,2,DS2,Medium,Aerial+StEER+Drone,Full,Scour under the fundation. Minor damage to the wall. Damage to attachments on the deck. ,10127350,764 ESTERO BLVD,single family residential,Residential,3,2021,2021,1248298,4433.45635,,,,,,,,,,,,,,,,,1.35,4.15,74.396444,,,,,,,,,,Hidden behind another building,4.240482845,3.900482845,4.580482845,5.39428508,4.49428508,6.29428508
FMB3313,26.44284,-81.932079,,RES1-2SNB,M,,RES,,I,8,,,,,Minor,Multi-Family,yes,yes,Nonstructural damage to the interior wall components and substantial loss of exterior covering.,yes,yes,2,DS0,DS1,DS1,DS1,DS1,DS1,1,DS1,High,Aerial+OSU+Drone,Full,Minor scour. Minor window damage. Minor damage to the attachments. ,10596009,3534 ESTERO BLVD,Condominium,Residential,1,2019,,3989828,3286.139065,,,,,,,,,,,,,,,,,1.5,5.54,74.594733,7,Wall,elevated,Probably Elevated,16.40992366,30.24748092,,imagery,High,Multistory duplex building elevated by walled garages. Sides of house are not visible due to vegetation/fences to confirm if they are breakaway walls,4.240324214,3.900324214,4.580324214,5.39218918,4.49218918,6.29218918
FMB3314,26.441369,-81.928189,,REL1,W,,COM,,S,0.5,,,,,Major,Commercial,no,no,Details are not available. ,no,no,1,DS4,DS5,DS1,DS2,DS3,DS5,5,DS5,High,Aerial+StEER,Full,Structural damage to the roof and walls. All windows are gone. ,10229652,3751 ESTERO BLVD,Church/Theater/Auditorium,Religious,1,1972,1984,159819,3070.994032,,,,,,,,,,,,,,,,,1.29,7.71,129.035606,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,,4.196771515,3.856771515,4.536771515,4.977564724,4.077564724,5.877564724
FMB3315,26.441619,-81.928012,,REL1,W,,COM,,C,1.5,,,,,Major,Commercial,no,no,Details are not available. ,yes,no,1,DS3,DS2,DS1,DS2,DS2,DS3,3,DS2,High,Aerial+OSU,Full,Crawlspace foundation. Minor damage to walls and openings. ,10229652,3751 ESTERO BLVD,Church/Theater/Auditorium,Religious,1,1993,1984,433462,5794.405221,,,,,,,,,,,,,,,,,1.32,7.41,161.375027,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Same Building as above,4.170899978,3.830899978,4.510899978,4.817662902,3.917662902,5.717662902
FMB3316,26.408603,-81.898054,,RES4,M,,COM,,S,0.5,,,,,,,,,No PDA data. ,no,no,2,DS0,DS4,DS0,DS2,DS3,DS4,4,DS4,High,Aerial+OSU+Drone,Full,Severe damage ot the walls. All windows are gone. The deck is missing. ,10234847,7600 ESTERO BLVD,Condominium,Hotel/Motel,3,0,,3809520,17100.27758,,,,,,,,,,,,,,,,,1.66,6.18,176.768979,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,7.706318504,imagery,Medium,Not a residential building,4.158584817,3.818584817,4.498584817,4.754000562,3.854000562,5.654000562
FMB3317,26.449603,-81.943041,,RES3C,M,,RES,,C,1.5,,,,,major,multi-family,yes,yes,"Residences with a water line 18 inches above the floor in an essential living space, a water line above the electrical outlets, or a water line on the first floor or when basement is completely full. photo shows window and roof damage. ",yes,no,2,DS5,DS0,DS0,DS2,DS3,DS5,5,DS3,High,Aerial+StEER,Full,"severe roof damage, railings destroyed, several windows broken, ",10227710,100 CHAPEL ST,Church/Theater/Auditorium,Religious,1,1978,1984,1852558,23902.98527,,,,,,,,,,,,,,,,,1.56,3.9,264.495109,1A,Slab-on-Grade,not-elevated,Unlikely Elevated,0,,,imagery,High,some of structure appears to be elevated,4.088403913,3.748403913,4.428403913,4.482368281,4.142368281,4.822368281
FMB3318,26.463253,-81.966176,,REL1,S,,COM,,C,1.5,,,,,,,,,No LC data point,no,no,1,DS0,DS1,DS2,DS0,DS0,DS2,2,DS2,Medium,Aerial+StEER,Full,"patch of stucco missing, patches of damage on several piles but doesn’t appear to be very deep, building is set back off the road ",10127008,0 UNKNOWN,Educational/Recreational,General,1,1993,1993,118399,1023.999493,,,,,,,,,,,,,,,,,1.62,5.74,208.741974,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade. Not ahome.,4.133006421,3.793006421,4.473006421,4.639994692,4.299994692,4.979994692
FMB3319,26.463076,-81.966117,,GOV1,W,,PUB,,S,0.5,,,,,,,,,No LC data point,no,no,1,DS0,DS0,DS0,DS1,DS0,DS1,1,DS1,High,Aerial+StEER,Full,"damage to attached boardwalk railing, no other visible damage",10127008,0 UNKNOWN,Educational/Recreational,General,1,1993,1993,73651,783.996151,,,,,,,,,,,,,,,,,1.44,5.56,203.890516,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade. Not ahome.,4.136887587,3.796887587,4.476887587,4.655952563,4.315952563,4.995952563
FMB3320,26.461041,-81.964482,,COM8,W,,COM,,I,8,,,,,minor,commercial,no,no,No data provided,yes,no,1,DS0,DS0,DS0,DS1,DS1,DS1,1,DS1,Medium,Aerial+StEER,Full,"window on top roof point damaged, damage to attached railing, looks to be no structural damage ",10489251,,commercial,Commercial,1,2007,2008,75902,1650.030504,,,,,,,,,,,,,,,,,1.29,4.78,211.179863,5,Piles/Columns,elevated,Clearly Elevated,5.726933333,,,imagery,Low,"Staircase blocks view of ground and makes it hard to tell where first floor is. One story, elevated door.",4.13105611,3.79105611,4.47105611,4.632135415,4.292135415,4.972135415
FMB3321,26.455311,-81.956979,,RES1-2SNB,W,,RES,,I,8,,,,,minor,multi-family,yes,yes,"garage doors destroyed, damage to underside of elevated floors, damage to doors on ground floor, notes mention house is ""off foundation""",yes,yes,2,DS0,DS4,DS0,DS1,DS3,DS4,4,DS4,High,Aerial+StEER,Full,"framing on underside of elevated floor broken/sagging, damage to railings, garage doors and door on ground floor destroyed, no evidence of house being off foundation",10127381,843 LAGOON ST,single family residential,Residential,2,2019,2019,1848752,6861.094343,,,,,,,,,,,,,,,,,1.12,3.31,221.634853,7,Wall,elevated,Likely Elevated,11.66444444,26.16444444,7.475555556,imagery,High,Good views,4.122692118,3.782692118,4.462692118,4.599571309,4.259571309,4.939571309
FMB3322,26.455549,-81.957845,,RES1-2SNB,M,,RES,,I,8,,,,,major,single family,yes,yes,"patches of paint missing over whole building, garage doors destroyed, windows broken on ground floor, porch railings damaged ",yes,no,2,DS0,DS2,DS0,DS1,DS3,DS3,3,DS3,High,Aerial+StEER,Full,"under construction in pre-hurricane footage, finished in StEER footage, small patches of paint missing over whole house, damage to railings on 3rd floor, all garage doors and windows on ground floor destroyed",10127385,819 LAGOON ST,single family residential,Residential,1,2020,2020,3589175,3860.693512,,,,,,,,,,,,,,,,,1.5,5.88,198.029893,7,Wall,elevated,Probably Elevated,15.12438519,29.87685926,11.46725926,imagery,Low,Street view imagery of house during construction,4.141576086,3.801576086,4.481576086,4.675820413,3.775820413,5.575820413
FMB3323,26.456704,-81.955561,,COM10,S,,COM,,S,0.5,,,,,major,commercial,no,no,No data provided,no,no,1,DS0,DS4,DS0,DS0,DS0,DS4,4,DS4,High,Aerial+StEER,Full,"large warehouse, sheet metal walls have been peeled up around the base and top of the building ",10127269,450 HARBOR CT,Warehouse/Industrial,Commercial,1,1996,1987,1041541,14880.00308,,,,,,,,,,,,,,,,,1.25,4.82,427.260276,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,"NOT RESIDENTIAL, large metal storage unit.",3.958191779,3.618191779,4.298191779,4.179260142,3.839260142,4.519260142
FMB3324,26.456165,-81.955258,,RES1-1SNB,W,,RES,,W,1.5,,,,,minor,commercial,yes,yes,"holes in underside of eaves, damage to attached staircase, minor damage to windows",yes,no,2,DS3,DS0,DS2,DS1,DS1,DS3,3,DS2,High,Aerial+StEER,Full,"holes in underside of eaves in several places, cladding missing from patch on one wall, damage to 1 window and porch railing",10127444,0 UNKNOWN,Apt/Hotel/Clubs,Community Center,2,1980,1982,129484,1784.007078,,,,,,,,,,,,,,,,,1.43,4.28,393.945757,6,Piles/Columns,elevated,Clearly Elevated,9.899373434,18.69323308,7.537593985,imagery,High,Good views,3.984843394,3.644843394,4.324843394,4.229088701,3.889088701,4.569088701
FMB3325,26.456158,-81.954811,,COM1,W,,COM,,S,0.5,,,,,,,,,"No LC data point, covered median in parking lot",no,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+OSU,Full,restaurant covered by umberlla. No damage observed. ,,,,,,,2019,,,,,,,,,,,,,,,,,,,1.55,3.51,419.969373,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,"NOT RESIDENTIAL, small storage/lounge",3.964024502,3.624024502,4.304024502,4.189775376,3.849775376,4.529775376
FMB3326,26.455244,-81.953574,,RES1-1SNB,W,,RES,,C,1.5,,,,,minor,commercial,yes,yes,"several doors destroyed, damage to railing, lots of debris in front of building",yes,no,1,DS0,DS0,DS1,DS1,DS3,DS3,3,DS3,Medium,Aerial+OSU,Full,"minor scour around foundation, minor damage to attached railing, damage to most windows and doors, some foliage/debris blocking angles of house, not reachable on StEER",10228393,414 CRESCENT ST,Multiples/Motels,Hotel/Motel,1,1972,1985,242368,5579.758217,,,,,,,,,,,,,,,,,1.55,4.38,388.486179,1B,Slab-on-Grade,not-elevated,Clearly Not Elevated,1.875,,,step,Medium,"Cannot make measurement, step count should be used instead.",3.989211057,3.649211057,4.329211057,4.237714349,3.897714349,4.577714349
FMB3327,26.455687,-81.953493,,COM8,W,,COM,,C,1.5,,,,,,,,,No LC data point,no,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Low,Aerial+OSU,Full,"hard to tell due to footage resolution but no visible damage, not reachable on StEER",10228393,414 CRESCENT ST,commercial,Hotel/Motel,1,1967,1985,131300,2009.999273,,,,,,,,,,,,,,,,,1.31,3.72,434.250156,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,3.952599875,3.612599875,4.292599875,4.169370363,3.829370363,4.509370363
FMB3328,26.455914,-81.953578,,RES4,W,,COM,,C,1.5,,,,,minor,commercial,yes,yes,"hole in underside of eaves, 1 window and a few screens damaged, large piles of debris and foliage in the way of building",yes,yes,2,DS2,DS0,DS1,DS1,DS2,DS2,2,DS2,Medium,Aerial+OSU,Full,"holes in underside of eaves, minor scouring around base of building, minor damage to attached railings, several windows and screens damaged",10228393,414 CRESCENT ST,Multiples/Motels,Hotel/Motel,2,1964,1985,275159,3398.998044,,,,,,,,,,,,,,,,,1.56,3.79,450.891599,8,Crawlspace,elevated,Clearly Elevated,3.304170854,14.09545226,2.284798995,imagery,High,Motel with first story rooms,3.939286721,3.599286721,4.279286721,4.146541149,3.806541149,4.486541149
FMB3329,26.456151,-81.953509,,RES1-1SNB,W,,RES,,S,0.5,,,,,,,,,No LC data point,yes,yes,1,DS0,DS1,DS0,DS0,DS1,DS1,1,DS1,Medium,Aerial+OSU,Full,No visible roof damage from drone footage. OSU imagery is hard to see but there is some aesthetic damage to the walls and damage to screens.,10228393,416 CRESCENT,commercial,Commercial,2,1940,1985,319778,6045.284766,,,,,,,,,,,,,,,,,1.7,2.98,477.356835,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,3.918114532,3.578114532,4.258114532,4.112154404,3.772154404,4.452154404
FMB3330,26.453996,-81.95355,,RES1-2SNB,M,,RES,,P,8,,,,,minor,single family,yes,yes,"railings on entrance stairway destroyed, garage doors damaged but still present",yes,no,2,DS0,DS0,DS0,DS2,DS1,DS2,2,DS2,High,Aerial+StEER,Full,"railings to entrance stairway heavily damaged, garage doors present but lightly damaged, no other visible damage",10228386,270 CRESCENT ST,single family residential,Residential,2,2020,2020,1320478,2725.993966,,,,,,,,,,,,,,,,,1.58,2.81,270.497404,7,Wall,elevated,Likely Elevated,10.21621622,21.22072072,,imagery,High,used garage door as assumed 7' benchmark because structure was too tall.,4.083602077,3.743602077,4.423602077,4.467707166,4.127707166,4.807707166
FMB3331,26.453868,-81.953549,,RES1-2SNB,M,,RES,,P,8,,,,,minor,single family,yes,yes,"garage door heavily damaged, no other visible damage",yes,no,2,DS0,DS0,DS0,DS1,DS3,DS3,3,DS3,High,Aerial+StEER,Full,"damage to lights on outside of house, garage door heavily damaged but still present, empty lot on google earth but maps has updated footage",10228385,250 CRESCENT ST,single family residential,Residential,2,2020,2020,637151,2766.255512,,,,,,,,,,,,,,,,,1.22,2.95,257.706096,7,Wall,elevated,Likely Elevated,10.41872659,21.50722846,,imagery,High,bottom story appears to be all garage space,4.093835123,3.753835123,4.433835123,4.499417649,4.159417649,4.839417649
FMB3332,26.453306,-81.953523,,RES1-2SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,"possible damage to gartage doors, no other visible damage",yes,no,3,DS0,DS0,DS0,DS0,DS2,DS2,2,DS2,Medium,Aerial+StEER,Full,"recent construction, not completed on maps or earth, garage doors likely damaged ",10588279,152 CRESCENT ST,single family residential,Residential,2,2020,2020,1292631,2386.32483,,,,,,,,,,,,,,,,,1.39,4.42,204.632253,7,Wall,elevated,Probably Elevated,10.12578616,19.50314465,,imagery,High,nhf is somewhat approximate as line of sight shows only bottom of balcony.,4.136294198,3.796294198,4.476294198,4.65348476,4.31348476,4.99348476
FMB3333,26.454135,-81.95053,,RES1-2SNB,M,,RES,,P,8,,,,,,,,,No LC data point,yes,no,2,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Medium,Aerial+OSU,Full,"under construction in pre-hurricane footage, building only visible in OSU footage but appears undamaged",,,,,,,,,,,,,,,,,,,,,,,,,,1.45,2.68,428.968154,7,Slab-on-Grade,elevated,Probably Elevated,11.24038835,23.99067961,,imagery,High,had to use OSU imagery as it is a new construction,3.956825477,3.616825477,4.296825477,4.176826686,3.836826686,4.516826686
FMB3334,26.453586,-81.950519,,RES1-2SNB,M,,RES,,P,8,,,,,minor,single family,yes,yes,"lots of debris, hard to tell what is damaged in attached pictures ",yes,no,1,DS0,DS0,DS1,DS1,DS0,DS1,1,DS1,Medium,Aerial+OSU,Full,"house in pictures is a different structure than what exists in OSU footage, damage rating is done for house in attached LC pictures. New house looks to be undamaged",,,,,,,,,,,,,,,,,,,,,,,,,,1.37,4.08,372.208706,7,Wall,elevated,Likely Elevated,12.23180769,24.08642308,,imagery,High,nhf is somewhat approximate as line of sight is of bottom of balcony,4.002233035,3.662233035,4.342233035,4.264279667,3.924279667,4.604279667
FMB3335,26.453162,-81.950555,,RES1-1SNB,W,,RES,,C,1.5,,,,,major,single family,yes,yes,"hole in underside of eaves, damage to fence surrounding house",yes,no,1,DS2,DS0,DS0,DS1,DS1,DS2,2,DS1,High,Aerial+OSU,Full,"holes in underside of eaves in several places, damage to entrance stairs and attached fence, damge to 2 windows",10469664,463 PALERMO CIR,single family residential,Residential,1,1935,,147924,3421.012594,,,,,,,,,,,,,,,,,1.44,3.89,328.285496,8,Crawlspace,elevated,Clearly Elevated,7.562548028,,6.414661274,imagery,High,shallow rise of stairs,4.037371603,3.697371603,4.377371603,4.343179362,4.003179362,4.683179362
FMB3336,26.450537,-81.945943,,RES1-1SNB,W,,RES,,P,8,,,,,minor,single family,yes,yes,"gutters peeled off, cladding missing from foundation posts and spot on wall, garage doors destroyed, holes in underside of eaves",yes,no,1,DS2,DS2,DS0,DS0,DS3,DS3,3,DS3,Medium,Aerial+OSU,Full,"empty lot in pre storm footage, holes in underside of eaves, gutters peeled off edge of roof, raw cladding visible in underside of roof (elevated floor?), garage doors destroyed",10554423,130 PEARL ST,single family residential,Residential,2,2021,2021,283051,2097.003095,,,,,,,,,,,,,,,,,1.8,4.39,250.66476,7,Wall,elevated,Probably Elevated,10.94033264,,,imagery,High,bottom story appears to be mostly garage space,4.099468192,3.759468192,4.439468192,4.517653244,4.177653244,4.857653244
FMB3337,26.452844,-81.945921,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,"hole in underside of eaves, damage to garage door, no other visible damage",yes,yes,2,DS2,DS0,DS0,DS0,DS2,DS2,2,DS2,High,Aerial+OSU,Full,"new house has been built on the lot since google earth footage, LC pictures are of new house and rating is done for new house, holes in underside of eaves, garage doors damaged but still present. Damage has been repaired from LC to OSU footage ",10228007,244 PEARL ST,single family residential,Residential,2,2019,2019,248837,2240.002523,,,,,,,,,,,,,,,,,1.61,2.96,485.918255,7,Wall,elevated,Probably Elevated,9.524307692,18.64455385,,imagery,High,bottom story appears to be mostly garage space,3.911265396,3.571265396,4.251265396,4.101495913,3.761495913,4.441495913
FMB3338,26.453125,-81.945934,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,"hole in underside of eave, no other visible damage",yes,no,1,DS2,DS0,DS0,DS0,DS0,DS0,0,DS0,Medium,Aerial+OSU,Full,"house under construction in google earth but was finished before storm, small hole in underside of eaves, no other visible damage",10228010,256 PEARL ST,single family residential,Residential,1,2020,2020,238892,2065.011097,,,,,,,,,,,,,,,,,1.36,2.58,513.748334,7,Wall,elevated,Probably Elevated,10.0545961,,,imagery,High,stair count is approximate,3.889001333,3.549001333,4.229001333,4.068281073,3.728281073,4.408281073
FMB3339,26.453263,-81.945936,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,no visible damage,yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+OSU,Full,"new construction since google earth footage, no visible damage",10228009,260 PEARL ST,single family residential,Residential,1,2019,2019,220244,2029.927427,,,,,,,,,,,,,,,,,1.73,2.47,528.134375,6,Piles/Columns,elevated,Clearly Elevated,10.05339383,,8.531225045,imagery,High,building is mid construction in google maps,3.8774925,3.5374925,4.2174925,4.051910322,3.711910322,4.391910322
FMB3340,26.453263,-81.945667,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,"no visible damage, small piles of debris blocking sides of house",yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+OSU,Full,"new construction, empty lot on google earth, no visible damage",10228334,261 DELMAR AVE,single family residential,Residential,1,2020,2020,243997,2064.99174,,,,,,,,,,,,,,,,,1.28,3.14,538.036213,6,Piles/Columns,elevated,Likely Elevated,9.589782886,,8.0251341,imagery,High,bottom story appears to be mostly storage space,3.86957103,3.52957103,4.20957103,4.040936561,3.700936561,4.380936561
FMB3341,26.453669,-81.945313,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,"damage to edge of roof/gutters, no other visible damage",yes,no,2,DS1,DS0,DS0,DS0,DS1,DS1,1,DS1,High,Aerial+OSU,Full,"edge of roof lightly damaged, minor damage to door on ground floor",10589292,288 DELMAR AVE,Condominium,Residential,2,2007,2010,723891,2203.462945,,,,,,,,,,,,,,,,,1.11,2.89,592.900843,7,Wall,elevated,Probably Elevated,10.62752161,21.51268012,,imagery,High,,3.825679326,3.485679326,4.165679326,3.984053214,3.644053214,4.324053214
FMB3342,26.453522,-81.945308,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,edges of roof damaged,yes,no,2,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,High,Aerial+OSU,Full,"minor damage to edge of roof, no other visibel damage",10589292,282 DELMAR AVE,Condominium,Residential,2,2007,2010,693474,2201.731504,,,,,,,,,,,,,,,,,1.32,2.92,577.855909,7,Wall,elevated,Probably Elevated,10.21961326,21.19839779,,imagery,High,,3.837715273,3.497715273,4.177715273,3.999031794,3.659031794,4.339031794
FMB3343,26.453385,-81.945308,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,"damage to edge of roof, garage door heavily damaged but still present",yes,no,2,DS1,DS0,DS0,DS0,DS2,DS2,2,DS2,High,Aerial+OSU,Full,"damage to edge of roof, heavy damage to garage door",10589292,276 DELMAR AVE,Condominium,Residential,2,2007,2010,693474,2203.477923,,,,,,,,,,,,,,,,,1.51,2.86,563.725001,7,Wall,elevated,Probably Elevated,10.52293051,21.91758308,,imagery,High,,3.849019999,3.509019999,4.189019999,4.013513123,3.673513123,4.353513123
FMB3344,26.45265,-81.945699,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,"minor damage to garage doors, no other visible damage",yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+OSU,Full,"new construction since google earth footage, a different house is on this lot, no visible damage to new house",,,,,,,,,,,,,,,,,,,,,,,,,,1.57,2.68,473.68372,7,Wall,elevated,Likely Elevated,9.33486911,,,imagery,High,stair count is approximate,3.921053024,3.581053024,4.261053024,4.116794584,3.776794584,4.456794584
FMB3345,26.452368,-81.945313,,RES1-1SNB,W,,RES,,I,8,,,,,minor,single family,yes,yes,no visible damage,yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+StEER,Full,"new construction since google earth footage, different house is on this lot, no damage visible on new house",10602455,,single family residential,Residential,1,2021,2021,210378,2100.011285,,,,,,,,,,,,,,,,,1.36,3.3,463.030535,6,Piles/Columns,elevated,Likely Elevated,9.98375,,8.26875,imagery,High,stair count is approximate,3.929575572,3.589575572,4.269575572,4.130489345,3.790489345,4.470489345
