,agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
5901,5901,845,84,7,4,MANDATORY,2886066
26821,26821,2355,1477,7,4,MANDATORY,2613079
9602,9602,536,1542,8,1,MANDATORY,2073699
26574,26574,2355,718,7,1,MANDATORY,4940096
642,642,2424,1474,8,2,MANDATORY,5943016
14789,14789,1528,84,7,0,MANDATORY,3900182
11667,11667,2424,630,7,5,MANDATORY,4277531
6511,6511,2355,1067,7,1,MANDATORY,3246301
14615,14615,1476,84,8,5,MANDATORY,3900126
155,155,2355,1406,7,1,MANDATORY,5347115
11000,11000,1346,1542,7,2,MANDATORY,5484545
8052,8052,49,2204,7,2,MANDATORY,5484304
28109,28109,2355,1932,7,0,MANDATORY,4630960
705,705,2424,2253,8,0,MANDATORY,6863482
8800,8800,2136,2059,7,4,MANDATORY,5484437
3905,3905,396,2354,8,1,MANDATORY,2256944
18247,18247,452,2354,8,5,MANDATORY,1177833
28304,28304,2173,2416,7,1,MANDATORY,2897077
28402,28402,2173,123,7,5,MANDATORY,3872449
20860,20860,1593,659,7,3,MANDATORY,5676248
10556,10556,327,1542,7,3,MANDATORY,1047996
18121,18121,12,2354,7,0,MANDATORY,7323411
24994,24994,1407,2354,8,1,MANDATORY,7489934
28622,28622,2355,1952,8,0,MANDATORY,6064378
29101,29101,2355,193,7,3,MANDATORY,7638606
20017,20017,2601,618,7,2,MANDATORY,647600
13944,13944,1336,84,8,2,MANDATORY,248110
18363,18363,911,2354,7,5,MANDATORY,6123255
9589,9589,2103,1542,8,4,MANDATORY,1644653
24190,24190,727,2354,7,5,MANDATORY,824586
20330,20330,409,2354,7,3,MANDATORY,5676224
9894,9894,2327,1542,8,4,MANDATORY,5865812
14227,14227,1778,84,7,5,MANDATORY,4350024
10910,10910,2296,1542,7,5,MANDATORY,4838422
20606,20606,1893,2354,7,4,MANDATORY,4189753
7275,7275,295,84,8,3,MANDATORY,2887173
17151,17151,2669,2354,8,4,MANDATORY,3705347
9005,9005,2424,2683,8,3,MANDATORY,5051855
5335,5335,1884,1559,8,2,MANDATORY,791752
28485,28485,2173,1930,7,1,MANDATORY,3352400
12718,12718,2485,871,7,3,MANDATORY,7733262
22805,22805,669,2354,7,3,MANDATORY,411720
16550,16550,1762,84,8,4,MANDATORY,4615317
1714,1714,2424,1303,8,1,MANDATORY,518530
4626,4626,2355,2014,7,3,MANDATORY,4837220
8401,8401,46,2431,8,1,MANDATORY,6045817
2704,2704,2424,2369,7,4,MANDATORY,790162
26743,26743,928,1109,8,4,MANDATORY,4617027
4349,4349,2173,2255,8,4,MANDATORY,2281130
18066,18066,2281,2354,7,4,MANDATORY,945458
15016,15016,1789,1937,7,2,MANDATORY,5485624
8673,8673,50,2712,7,4,MANDATORY,7321686
27203,27203,2355,404,8,5,MANDATORY,7177444
14101,14101,927,84,7,1,MANDATORY,5219592
703,703,2355,1144,8,5,MANDATORY,2574549
22598,22598,233,2354,7,2,MANDATORY,1928247
27370,27370,2355,1968,8,1,MANDATORY,4941795
18701,18701,2347,1854,7,1,MANDATORY,4839025
16146,16146,1524,2354,8,5,MANDATORY,5675996
17370,17370,1473,111,8,2,MANDATORY,2775887
298,298,2355,740,7,1,MANDATORY,5620760
10417,10417,2326,2023,7,0,MANDATORY,2049861
7226,7226,1023,84,7,4,MANDATORY,7176315
25030,25030,726,2354,7,1,MANDATORY,823260
12118,12118,118,1542,7,2,MANDATORY,2012961
25289,25289,712,2354,7,0,MANDATORY,4067219
29141,29141,2355,768,7,1,MANDATORY,4869465
26589,26589,2355,1590,7,5,MANDATORY,412088
4083,4083,2173,1695,7,3,MANDATORY,847467
17984,17984,1582,2354,8,2,MANDATORY,2013530
12974,12974,126,84,8,5,MANDATORY,5933487
18122,18122,1683,2354,7,3,MANDATORY,7323413
19511,19511,1406,2354,7,2,MANDATORY,7323591
148,148,2355,89,7,3,MANDATORY,6270157
23612,23612,791,2354,8,3,MANDATORY,2989857
29355,29355,2355,1710,8,4,MANDATORY,5573893
8974,8974,1315,2059,7,0,MANDATORY,3348191
16098,16098,1410,2354,7,4,MANDATORY,5052129
16935,16935,2649,2354,8,4,MANDATORY,3983120
5218,5218,2173,374,8,1,MANDATORY,6268324
1242,1242,2424,1024,7,0,MANDATORY,6481661
19044,19044,250,2354,7,1,MANDATORY,3983392
4901,4901,2173,1621,7,5,MANDATORY,1175519
4481,4481,1140,2354,7,1,MANDATORY,6043246
762,762,2424,97,7,3,MANDATORY,6004039
9140,9140,34,2059,7,2,MANDATORY,7176342
14441,14441,2339,1019,7,1,MANDATORY,1770564
23572,23572,1577,2354,7,0,MANDATORY,4066968
11613,11613,1945,1542,8,2,MANDATORY,4614666
27118,27118,2355,2111,8,2,MANDATORY,3753959
20967,20967,2617,2354,7,3,MANDATORY,1690531
21174,21174,645,2354,8,3,MANDATORY,2074023
16311,16311,2274,2354,7,4,MANDATORY,7606059
1721,1721,2424,1132,8,5,MANDATORY,5469590
24086,24086,2355,1260,8,3,MANDATORY,7489798
559,559,2355,2259,8,4,MANDATORY,6189338
23223,23223,1084,1276,8,4,MANDATORY,4067264
19870,19870,179,2354,7,0,MANDATORY,4048121
27615,27615,2355,2600,7,5,MANDATORY,6052150
26450,26450,2355,1762,7,5,MANDATORY,3564255
17670,17670,2500,2354,8,0,MANDATORY,5485855
23614,23614,383,2354,7,4,MANDATORY,2338971
6067,6067,2355,1331,8,5,MANDATORY,5114372
1085,1085,2424,1683,7,4,MANDATORY,6979424
17789,17789,259,2343,7,0,MANDATORY,5933604
20045,20045,923,2354,7,4,MANDATORY,2612295
14543,14543,2339,1035,7,2,MANDATORY,290072
5126,5126,2173,936,8,1,MANDATORY,2145318
17457,17457,1415,2354,7,4,MANDATORY,6744069
11223,11223,2424,106,7,5,MANDATORY,2556569
11167,11167,2424,2317,8,5,MANDATORY,7005421
26443,26443,2355,2193,7,4,MANDATORY,6048132
1082,1082,2424,363,8,0,MANDATORY,6979254
5013,5013,2173,44,7,5,MANDATORY,6243874
23989,23989,1641,2354,8,4,MANDATORY,2339029
22131,22131,695,1256,8,3,MANDATORY,4048214
4485,4485,2173,715,7,2,MANDATORY,3559741
15629,15629,1706,84,8,3,MANDATORY,1770779
19584,19584,872,2354,8,3,MANDATORY,1690506
28232,28232,2173,2444,7,4,MANDATORY,4851028
11810,11810,1375,1542,8,3,MANDATORY,5485415
1078,1078,2355,2205,7,5,MANDATORY,5458667
13184,13184,131,84,7,3,MANDATORY,4938997
20586,20586,1906,2354,7,5,MANDATORY,5261663
28653,28653,2355,1452,8,5,MANDATORY,5107278
7971,7971,1300,2431,7,5,MANDATORY,5484185
15219,15219,2627,84,7,3,MANDATORY,5675987
25730,25730,769,2354,8,5,MANDATORY,462044
22671,22671,911,1902,7,4,MANDATORY,2013790
28349,28349,1884,145,7,4,MANDATORY,7637243
11562,11562,2424,2694,7,3,MANDATORY,5866465
26236,26236,2355,927,8,3,MANDATORY,2088097
3733,3733,1884,1960,8,4,MANDATORY,2883731
9677,9677,1541,1542,8,4,MANDATORY,5051944
24146,24146,726,2354,7,1,MANDATORY,2338818
19445,19445,1129,2354,7,3,MANDATORY,569169
14533,14533,2157,84,7,3,MANDATORY,5675798
16087,16087,1705,2354,8,3,MANDATORY,5485782
16913,16913,1041,1194,8,0,MANDATORY,2556648
409,409,2355,195,7,3,MANDATORY,4315096
9060,9060,441,2059,7,4,MANDATORY,3247162
17718,17718,904,1414,7,0,MANDATORY,2049925
7379,7379,1859,84,7,4,MANDATORY,158356
11514,11514,1265,2354,7,3,MANDATORY,6520231
9815,9815,301,1542,7,0,MANDATORY,7321801
6305,6305,2355,953,8,5,MANDATORY,2689649
29462,29462,2355,276,7,2,MANDATORY,5580712
12258,12258,388,2059,8,0,MANDATORY,5112190
5647,5647,2424,2445,7,3,MANDATORY,2169082
8580,8580,996,2059,7,3,MANDATORY,7321674
13420,13420,101,84,8,0,MANDATORY,7623081
26195,26195,2355,1604,7,2,MANDATORY,399633
9851,9851,2651,2227,7,0,MANDATORY,5020300
12150,12150,2447,1696,7,2,MANDATORY,3186743
10294,10294,541,282,8,1,MANDATORY,5675004
1088,1088,2424,2622,8,2,MANDATORY,3975589
13300,13300,282,2645,7,5,MANDATORY,1177756
29282,29282,2355,1738,7,3,MANDATORY,1705699
15725,15725,1411,2354,7,2,MANDATORY,5052097
15886,15886,2172,2354,7,3,MANDATORY,5933589
25031,25031,712,2354,8,0,MANDATORY,823261
22465,22465,1567,1377,8,1,MANDATORY,7323993
19706,19706,753,1328,7,0,MANDATORY,2989099
19105,19105,1571,2354,8,4,MANDATORY,7323373
26537,26537,2355,495,7,5,MANDATORY,7491328
12581,12581,107,2024,7,5,MANDATORY,1177658
755,755,2424,1004,8,1,MANDATORY,5389831
12697,12697,2712,1542,8,4,MANDATORY,7514974
14182,14182,1111,84,8,0,MANDATORY,4189663
12506,12506,1200,1542,7,0,MANDATORY,3283684
28155,28155,2355,165,7,4,MANDATORY,7738598
28328,28328,2355,1373,8,2,MANDATORY,5023777
21025,21025,1785,1168,7,0,MANDATORY,1177910
8200,8200,1014,2431,8,4,MANDATORY,5104807
5559,5559,1884,122,7,0,MANDATORY,3175195
23408,23408,836,2354,7,1,MANDATORY,2989796
5336,5336,1884,2193,8,2,MANDATORY,535131
7280,7280,1344,977,8,3,MANDATORY,6743605
172,172,2355,701,8,1,MANDATORY,3778107
2582,2582,2424,2634,7,1,MANDATORY,585871
21818,21818,1560,2354,7,0,MANDATORY,6047102
20957,20957,1887,2354,7,1,MANDATORY,1690521
13020,13020,842,84,7,3,MANDATORY,2257790
15216,15216,634,84,7,2,MANDATORY,1770754
6385,6385,2467,2059,8,2,MANDATORY,3175725
1497,1497,2424,1596,8,1,MANDATORY,2933338
16147,16147,807,2354,8,3,MANDATORY,7653640
7485,7485,1056,84,7,4,MANDATORY,4938898
4492,4492,1884,2594,8,4,MANDATORY,7318012
389,389,2355,1385,8,1,MANDATORY,603013
10034,10034,795,1542,7,0,MANDATORY,4838449
4231,4231,1884,2080,8,0,MANDATORY,3558801
12568,12568,1604,1542,7,4,MANDATORY,1644704
17866,17866,2291,2354,8,0,MANDATORY,4615397
22179,22179,1831,2354,7,2,MANDATORY,669715
14882,14882,1941,2583,8,0,MANDATORY,3946799
17230,17230,2269,2354,7,3,MANDATORY,6046581
10720,10720,2119,1542,8,4,MANDATORY,7005083
20418,20418,309,2360,8,2,MANDATORY,2257953
7601,7601,294,2445,7,3,MANDATORY,3320429
4386,4386,915,2059,8,4,MANDATORY,7000276
14744,14744,1529,84,8,3,MANDATORY,1882951
21996,21996,198,2354,7,1,MANDATORY,3705826
99,99,2355,1672,7,5,MANDATORY,1215165
28033,28033,2355,1866,8,2,MANDATORY,2202472
24285,24285,787,2354,8,0,MANDATORY,823971
9360,9360,1392,2059,8,2,MANDATORY,5484443
26235,26235,1434,2354,8,5,MANDATORY,160843
28038,28038,2355,2256,7,3,MANDATORY,6746045
13697,13697,2315,84,7,2,MANDATORY,6046266
19109,19109,260,2354,8,5,MANDATORY,4615537
1792,1792,2424,1822,8,1,MANDATORY,7307819
18660,18660,1824,2354,8,5,MANDATORY,3705498
14883,14883,1991,2521,8,3,MANDATORY,1177772
9485,9485,2476,2059,8,2,MANDATORY,5865794
16614,16614,325,2354,8,2,MANDATORY,2887678
17314,17314,1473,2354,8,4,MANDATORY,1111369
21241,21241,1727,2354,7,4,MANDATORY,4939115
29064,29064,2355,328,8,1,MANDATORY,4866448
10704,10704,867,1542,7,3,MANDATORY,5086654
12953,12953,1667,134,8,3,MANDATORY,3704851
24713,24713,714,1996,7,0,MANDATORY,826311
25759,25759,2061,2720,8,4,MANDATORY,3900451
27687,27687,1226,2594,8,1,MANDATORY,7624137
7426,7426,1694,84,7,0,MANDATORY,5484009
15175,15175,1989,84,8,2,MANDATORY,3867482
24872,24872,1317,2354,8,1,MANDATORY,825309
1742,1742,2444,90,7,5,MANDATORY,4269949
10247,10247,2298,1542,8,5,MANDATORY,6519863
12408,12408,1711,1542,8,0,MANDATORY,3772786
29381,29381,2355,2620,8,4,MANDATORY,5328022
26993,26993,2355,920,7,0,MANDATORY,3985395
378,378,2355,905,7,2,MANDATORY,2443091
27826,27826,2355,1130,7,2,MANDATORY,4050774
22004,22004,212,415,7,5,MANDATORY,6521209
25837,25837,1862,2354,7,0,MANDATORY,2338732
27434,27434,2355,1062,7,0,MANDATORY,168133
8466,8466,1594,2431,7,5,MANDATORY,1646817
11036,11036,434,1542,7,2,MANDATORY,2169526
22044,22044,231,2354,7,5,MANDATORY,87318
16993,16993,813,2354,7,2,MANDATORY,7322981
8641,8641,2198,2059,8,1,MANDATORY,1420814
25015,25015,1836,1818,7,3,MANDATORY,824986
19333,19333,1824,1047,7,1,MANDATORY,2776136
6846,6846,1714,419,7,3,MANDATORY,5933098
13033,13033,285,84,8,5,MANDATORY,1644720
7883,7883,823,1375,7,5,MANDATORY,945219
7603,7603,1287,84,7,3,MANDATORY,2458261
10510,10510,2119,1843,7,0,MANDATORY,3867408
17807,17807,325,2354,8,1,MANDATORY,3442462
10099,10099,2298,1542,8,4,MANDATORY,5484521
14048,14048,909,84,7,1,MANDATORY,3704905
1970,1970,2424,100,7,0,MANDATORY,6241561
18564,18564,2183,2354,7,2,MANDATORY,5486042
8407,8407,1305,1283,8,2,MANDATORY,2775405
7388,7388,1342,2369,8,1,MANDATORY,5674876
29480,29480,2355,1531,8,3,MANDATORY,7153738
12481,12481,2486,2526,7,1,MANDATORY,3308310
25752,25752,1549,2354,7,5,MANDATORY,7489928
28178,28178,2173,86,7,2,MANDATORY,4431378
25319,25319,773,2354,7,5,MANDATORY,2989594
14122,14122,343,84,7,1,MANDATORY,5675787
11670,11670,2424,1229,8,4,MANDATORY,2775729
2566,2566,669,1401,8,4,MANDATORY,1036343
12078,12078,2508,1542,8,0,MANDATORY,2523064
12769,12769,837,1542,8,2,MANDATORY,3704602
9205,9205,1005,2059,7,5,MANDATORY,6519787
25059,25059,570,2354,8,1,MANDATORY,2989716
15464,15464,2678,84,8,4,MANDATORY,5675877
23213,23213,1268,1488,8,4,MANDATORY,443441
13211,13211,2684,84,7,2,MANDATORY,3704745
5792,5792,2355,2183,7,4,MANDATORY,1882222
10323,10323,2392,1542,7,1,MANDATORY,5484524
16790,16790,900,920,8,3,MANDATORY,5983218
19210,19210,2626,2354,7,2,MANDATORY,2556688
29420,29420,2355,1544,7,0,MANDATORY,5067294
6447,6447,1884,1121,8,2,MANDATORY,1644300
5712,5712,1884,1992,8,0,MANDATORY,1927219
22835,22835,683,2354,8,4,MANDATORY,2888127
12413,12413,1424,1542,8,4,MANDATORY,1770372
2526,2526,2424,654,7,2,MANDATORY,3319817
10707,10707,447,1542,7,4,MANDATORY,2145671
27400,27400,2355,277,7,1,MANDATORY,4942042
20175,20175,743,2354,8,3,MANDATORY,4763047
6080,6080,2355,2531,8,0,MANDATORY,3701468
27276,27276,2355,1779,7,1,MANDATORY,1691661
13840,13840,2338,1872,7,2,MANDATORY,493666
10071,10071,363,1542,7,2,MANDATORY,5343588
12529,12529,358,2477,8,2,MANDATORY,2689777
28520,28520,2173,24,8,1,MANDATORY,7593238
16167,16167,1435,1397,7,5,MANDATORY,1927958
20573,20573,1157,557,8,5,MANDATORY,1048561
1226,1226,2424,640,8,3,MANDATORY,82870
24434,24434,1490,779,8,5,MANDATORY,7805003
27344,27344,2355,2627,8,0,MANDATORY,2018180
16526,16526,255,2354,8,2,MANDATORY,7322571
12637,12637,2444,2463,7,3,MANDATORY,1177657
9355,9355,80,2059,7,4,MANDATORY,3562913
19436,19436,2163,1927,8,0,MANDATORY,3922165
26061,26061,2355,43,7,2,MANDATORY,4067483
20574,20574,1629,203,8,2,MANDATORY,398383
17564,17564,1049,975,8,0,MANDATORY,461213
6611,6611,157,85,7,0,MANDATORY,365333
1370,1370,2424,847,7,2,MANDATORY,1628807
22309,22309,1924,2354,7,1,MANDATORY,3563918
9965,9965,510,1542,8,3,MANDATORY,4838453
14939,14939,1395,234,7,5,MANDATORY,4615053
17160,17160,1080,2354,7,4,MANDATORY,3983141
20102,20102,709,2354,8,1,MANDATORY,3735909
18316,18316,2260,2354,7,5,MANDATORY,2538174
5985,5985,1884,2031,8,3,MANDATORY,5483060
20534,20534,1593,2030,7,2,MANDATORY,569252
9356,9356,2079,1004,7,3,MANDATORY,4614401
10772,10772,793,1542,8,1,MANDATORY,5051911
26603,26603,2616,2354,7,4,MANDATORY,290714
2305,2305,1574,2010,8,0,MANDATORY,3556216
23827,23827,2469,2354,7,1,MANDATORY,7489962
26602,26602,2355,404,8,0,MANDATORY,1773359
25486,25486,384,2354,7,5,MANDATORY,825357
9103,9103,2037,2059,8,5,MANDATORY,6642623
20908,20908,219,2354,7,2,MANDATORY,443185
2056,2056,2424,2290,8,1,MANDATORY,410032
27296,27296,2355,1144,7,3,MANDATORY,4619561
15318,15318,2170,84,8,3,MANDATORY,3186764
14300,14300,1336,84,7,0,MANDATORY,442626
24538,24538,2586,2354,7,2,MANDATORY,7490018
4558,4558,2355,719,8,2,MANDATORY,5480284
6966,6966,89,84,7,3,MANDATORY,4277159
25794,25794,2716,2354,8,3,MANDATORY,2339035
26375,26375,2355,1387,7,1,MANDATORY,446054
21806,21806,704,2354,7,4,MANDATORY,553601
7260,7260,1058,84,8,3,MANDATORY,3231518
4324,4324,2173,2136,7,3,MANDATORY,3899520
24730,24730,1295,2354,7,5,MANDATORY,822659
18575,18575,624,460,7,4,MANDATORY,443017
28400,28400,2173,1084,7,5,MANDATORY,7356684
6266,6266,2355,394,8,2,MANDATORY,1176614
29102,29102,2355,2670,7,3,MANDATORY,5536006
21592,21592,1895,2354,8,1,MANDATORY,7489720
19640,19640,163,2354,8,5,MANDATORY,4939047
21849,21849,2048,2354,7,5,MANDATORY,3983651
7449,7449,1712,84,7,0,MANDATORY,5169897
17292,17292,2012,2354,8,2,MANDATORY,3394178
20487,20487,1792,1259,8,1,MANDATORY,3705570
29078,29078,2355,1434,7,0,MANDATORY,2804611
6411,6411,1294,2354,8,0,MANDATORY,7767470
21798,21798,1567,2354,8,2,MANDATORY,7324019
373,373,2355,569,7,3,MANDATORY,2711167
19033,19033,2246,2369,7,4,MANDATORY,3705515
8253,8253,49,2431,7,5,MANDATORY,5484226
20129,20129,625,2470,8,5,MANDATORY,5307266
28058,28058,2355,107,8,2,MANDATORY,5776055
27113,27113,2355,1984,7,2,MANDATORY,368325
18252,18252,2351,2354,7,3,MANDATORY,7489660
24580,24580,2437,2354,7,1,MANDATORY,5933876
12239,12239,2712,1542,7,0,MANDATORY,1420942
15117,15117,1875,84,8,4,MANDATORY,1770816
25134,25134,2704,2354,7,2,MANDATORY,822836
27789,27789,2355,262,7,4,MANDATORY,2052122
24060,24060,770,2354,7,0,MANDATORY,824449
2397,2397,2424,2171,7,4,MANDATORY,153410
19552,19552,404,112,8,3,MANDATORY,461357
12307,12307,112,1542,8,5,MANDATORY,7853441
17472,17472,674,2354,7,3,MANDATORY,6657132
7232,7232,2600,84,7,2,MANDATORY,2110612
26733,26733,2355,2568,8,0,MANDATORY,2050625
26088,26088,2355,732,8,0,MANDATORY,444033
1682,1682,2424,798,8,0,MANDATORY,6740276
14850,14850,2001,84,7,3,MANDATORY,7681311
14583,14583,910,783,7,1,MANDATORY,887893
10214,10214,1536,2413,8,0,MANDATORY,3320490
8158,8158,2538,2431,7,5,MANDATORY,1646769
8649,8649,595,2059,7,2,MANDATORY,3247145
13927,13927,2173,50,7,3,MANDATORY,2281718
6459,6459,1884,1550,7,2,MANDATORY,1228500
13630,13630,735,84,8,4,MANDATORY,4277732
167,167,2355,845,7,0,MANDATORY,7590885
15997,15997,1444,2354,7,1,MANDATORY,6046411
9101,9101,125,84,7,2,MANDATORY,1882712
2555,2555,2424,1191,7,4,MANDATORY,153750
18145,18145,473,2354,8,2,MANDATORY,2776052
2224,2224,2424,1798,7,2,MANDATORY,359241
20868,20868,1728,1159,7,1,MANDATORY,6047028
19722,19722,2361,2354,7,3,MANDATORY,2281875
12943,12943,2017,84,8,0,MANDATORY,3394058
23731,23731,1110,2354,8,4,MANDATORY,159774
10361,10361,2459,1542,7,5,MANDATORY,4277213
14136,14136,2137,84,7,3,MANDATORY,3867455
8502,8502,547,2059,7,3,MANDATORY,3231536
19283,19283,1455,2137,8,1,MANDATORY,2887786
7133,7133,1767,84,8,0,MANDATORY,3247075
22415,22415,1037,2354,7,5,MANDATORY,2222949
9915,9915,300,934,7,1,MANDATORY,3813847
18739,18739,2260,1879,7,5,MANDATORY,2887837
9774,9774,2324,1542,8,3,MANDATORY,5484677
26774,26774,2355,389,8,2,MANDATORY,509551
987,987,490,2354,8,5,MANDATORY,6455134
26124,26124,2355,1023,7,3,MANDATORY,3735951
6599,6599,1884,2554,7,3,MANDATORY,822116
7345,7345,85,84,8,1,MANDATORY,4838330
13728,13728,1113,311,7,3,MANDATORY,5866541
10447,10447,2418,1542,8,1,MANDATORY,1632367
27672,27672,2355,478,7,4,MANDATORY,2492076
3325,3325,391,2354,8,0,MANDATORY,6997940
19485,19485,649,2354,8,1,MANDATORY,311583
22699,22699,2101,2354,7,2,MANDATORY,2013748
9528,9528,520,2059,8,4,MANDATORY,7578545
17277,17277,1449,2354,7,2,MANDATORY,6744114
19961,19961,2360,2354,8,0,MANDATORY,4839119
5688,5688,1884,2005,8,2,MANDATORY,821784
13372,13372,843,115,8,5,MANDATORY,1048185
11550,11550,2424,840,7,0,MANDATORY,1111234
22031,22031,768,1382,7,3,MANDATORY,5701753
19142,19142,1700,1832,8,3,MANDATORY,2222905
25899,25899,2230,210,8,5,MANDATORY,461647
12480,12480,2687,1542,8,5,MANDATORY,3308309
26936,26936,2355,567,8,1,MANDATORY,4617641
19848,19848,1547,2354,7,1,MANDATORY,7323638
29472,29472,2355,2185,7,0,MANDATORY,5906054
24569,24569,2716,368,8,3,MANDATORY,822929
12367,12367,2686,1542,7,2,MANDATORY,3308323
22730,22730,1920,2354,7,1,MANDATORY,2050196
14378,14378,2316,1408,8,4,MANDATORY,647546
16883,16883,1450,1816,7,0,MANDATORY,6046443
25984,25984,2355,871,8,1,MANDATORY,1229723
1764,1764,2424,784,8,0,MANDATORY,7728745
1461,1461,2424,2183,8,5,MANDATORY,724731
19647,19647,711,2354,7,1,MANDATORY,4839224
15850,15850,1823,2354,7,2,MANDATORY,7322415
1415,1415,2424,88,8,5,MANDATORY,4265532
22660,22660,2049,2354,7,2,MANDATORY,3705851
26452,26452,2355,468,8,1,MANDATORY,5676921
1751,1751,2424,212,8,1,MANDATORY,6038934
9327,9327,1968,2059,7,1,MANDATORY,5020235
22658,22658,1926,2354,7,3,MANDATORY,4048201
28398,28398,2173,1262,7,2,MANDATORY,6061502
4760,4760,1884,850,7,3,MANDATORY,2521915
24138,24138,770,2174,7,4,MANDATORY,2339113
14642,14642,1610,84,8,1,MANDATORY,290081
5079,5079,2173,1261,7,4,MANDATORY,2049748
5789,5789,2173,2135,8,0,MANDATORY,4047051
25849,25849,2437,2354,7,1,MANDATORY,159671
19187,19187,2182,2354,7,1,MANDATORY,2318811
266,266,2355,103,7,4,MANDATORY,5805968
23750,23750,1552,2354,7,1,MANDATORY,826031
24451,24451,1845,2354,7,2,MANDATORY,4939187
11673,11673,2424,1711,8,0,MANDATORY,4838564
21540,21540,1888,2719,8,2,MANDATORY,4364712
21780,21780,1015,2354,7,4,MANDATORY,7006598
28573,28573,2173,850,7,4,MANDATORY,7044122
1647,1647,2424,2557,8,1,MANDATORY,5859046
23908,23908,378,2354,7,1,MANDATORY,823539
27613,27613,2355,1152,7,3,MANDATORY,3569133
19313,19313,1901,647,7,3,MANDATORY,4427060
885,885,2119,1542,7,2,MANDATORY,2478541
29061,29061,2173,2078,7,2,MANDATORY,1784696
7880,7880,1957,2431,7,4,MANDATORY,2181236
11609,11609,1393,2059,8,1,MANDATORY,7005756
22433,22433,1039,2168,7,0,MANDATORY,1111470
18998,18998,2179,1560,8,5,MANDATORY,461305
19024,19024,298,2354,8,5,MANDATORY,442875
1376,1376,2424,673,7,2,MANDATORY,6238596
28065,28065,2355,1672,7,2,MANDATORY,4845769
10359,10359,2714,1461,8,3,MANDATORY,6046044
11091,11091,1347,2059,7,4,MANDATORY,4189563
6160,6160,2355,2695,8,0,MANDATORY,4838219
9904,9904,2128,1542,7,4,MANDATORY,2012696
5920,5920,1884,748,8,2,MANDATORY,222533
26477,26477,2355,1779,7,0,MANDATORY,1690774
19974,19974,183,2354,8,3,MANDATORY,627191
7124,7124,1208,84,8,5,MANDATORY,3562765
11506,11506,2149,2059,8,2,MANDATORY,7005539
13736,13736,1883,84,7,0,MANDATORY,3704923
5988,5988,2355,482,7,2,MANDATORY,5114325
18740,18740,2239,2354,7,0,MANDATORY,6046840
25418,25418,2490,2354,7,0,MANDATORY,2989608
14207,14207,580,129,8,0,MANDATORY,7322353
2213,2213,2424,2442,7,4,MANDATORY,2521085
9525,9525,544,2059,7,1,MANDATORY,1047978
7131,7131,1632,84,7,3,MANDATORY,3308086
15899,15899,2573,2354,7,4,MANDATORY,1770901
13637,13637,973,84,7,2,MANDATORY,1770518
2010,2010,2424,1819,8,2,MANDATORY,623067
5904,5904,2355,556,7,5,MANDATORY,519429
2770,2770,2424,17,8,4,MANDATORY,1173433
7110,7110,141,84,8,2,MANDATORY,5483965
14932,14932,2520,1964,8,1,MANDATORY,5485692
4178,4178,2173,596,7,3,MANDATORY,2773625
20687,20687,1886,2425,8,4,MANDATORY,2257992
2124,2124,2424,727,8,5,MANDATORY,4602495
26467,26467,2355,2428,8,1,MANDATORY,1928433
7456,7456,590,84,7,4,MANDATORY,7321586
18521,18521,453,2354,8,0,MANDATORY,2776009
1233,1233,2424,2366,7,3,MANDATORY,3836712
16747,16747,2564,2354,7,5,MANDATORY,442714
15466,15466,2213,84,7,2,MANDATORY,3900163
23225,23225,1185,2354,7,4,MANDATORY,159756
20143,20143,2363,2354,7,4,MANDATORY,6521070
23942,23942,2721,2354,7,0,MANDATORY,7490235
20706,20706,1908,2604,8,1,MANDATORY,4763236
1693,1693,2424,2020,7,5,MANDATORY,4269210
9184,9184,547,2059,8,3,MANDATORY,7321645
16155,16155,1107,2354,7,1,MANDATORY,5933595
18371,18371,912,1978,8,0,MANDATORY,2222886
26728,26728,2355,727,7,2,MANDATORY,2690816
5979,5979,1884,1015,8,0,MANDATORY,441330
25160,25160,789,2354,8,3,MANDATORY,825768
10188,10188,2330,1542,7,5,MANDATORY,5104945
22786,22786,2605,1833,8,4,MANDATORY,4763274
2779,2779,2424,115,8,4,MANDATORY,3239368
15253,15253,2213,84,7,5,MANDATORY,3247349
7088,7088,1061,84,7,4,MANDATORY,5484062
10464,10464,400,1542,8,2,MANDATORY,7321751
18949,18949,2227,2354,7,4,MANDATORY,6046885
13563,13563,2190,1598,7,4,MANDATORY,442637
10849,10849,2324,1542,7,3,MANDATORY,945260
17589,17589,326,2354,8,1,MANDATORY,442717
18446,18446,2380,2354,7,0,MANDATORY,3563648
6055,6055,2355,1196,8,5,MANDATORY,3186477
25189,25189,1517,2354,7,4,MANDATORY,823315
16377,16377,1411,2354,7,1,MANDATORY,1770832
13045,13045,97,84,7,4,MANDATORY,7636189
22599,22599,681,2354,8,2,MANDATORY,3394277
20252,20252,556,2205,8,5,MANDATORY,4839226
7555,7555,1344,84,7,1,MANDATORY,3196986
22281,22281,2093,2354,7,5,MANDATORY,2181284
21831,21831,2048,1778,7,0,MANDATORY,3705791
19783,19783,1847,2354,8,3,MANDATORY,5676210
